Index,Date,Secteur,Commentaire semaine,Commentaire jour,Code_entrée,Entrée,Code_plat,Plat,Code_légumes,Légumes,Code_laitage,Laitage,Code_dessert,Dessert,Code_gouter,Gouter,Code_gouter_02,Gouter_02,Taux participation,Température,Humidité,Vitesse du vent moyen 10 mn,Taux gaspillage,Attente moyenne,Allergies
2387,2019-04-11,1,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Salade de pâtes aux légumes,AB,Rôti de porc OU de dinde label au jus,,Salsifis,,Fromage,,Fruit de saison,,Pain/ beurre/ compote d'abricots/ lait,,,0,9.90000000000003,70,3.7,0,14.781831110073,0
2388,2019-04-12,1,VACANCES SCOLAIRES,VACANCES SCOLAIRES,,Pamplemouse,AB/ SVP,Galette/ tomate/ fromage,,Salade verte,,,,Compote pommes/ framboises,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0,8.60000000000002,67,1.3,0,0,0
2389,2019-04-12,3,VACANCES SCOLAIRES,VACANCES SCOLAIRES,,Pamplemouse,AB/ SVP,Galette/ tomate/ fromage,,Salade verte,,,,Compote pommes/ framboises,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0,8.60000000000002,67,1.3,0,0,0
2390,2019-04-12,2,VACANCES SCOLAIRES,VACANCES SCOLAIRES,,Pamplemouse,AB/ SVP,Galette/ tomate/ fromage,,Salade verte,,,,Compote pommes/ framboises,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0,8.60000000000002,67,1.3,0,0,0
2391,2019-04-15,1,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Carottes persillées,,Rôti de veau au jus,,Flageolets,,Petits suisses,,Ananas en dés,,Pain/ beurre/ barre chocolatée/ lait,,,0,9.60000000000002,52,7.7,0,1.68729274830838,0.02
2392,2019-04-15,2,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Carottes persillées,,Rôti de veau au jus,,Flageolets,,Petits suisses,,Ananas en dés,,Pain/ beurre/ barre chocolatée/ lait,,,0,9.60000000000002,52,7.7,0,6.89043405218819,0.02
2393,2019-04-15,3,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Carottes persillées,,Rôti de veau au jus,,Flageolets,,Petits suisses,,Ananas en dés,,Pain/ beurre/ barre chocolatée/ lait,,,0,9.60000000000002,52,7.7,0,0,0
2394,2019-04-16,1,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Taboulé,,Filet de poulet sauce crème,,Haricots beurre,,Fromage,AB,Fruit de saison,,Pain/ beurre/ confiture/ lait,,,0,12.8,83,5.1,0,10.2386641362112,0
2395,2019-04-16,2,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Taboulé,,Filet de poulet sauce crème,,Haricots beurre,,Fromage,AB,Orange,,Pain/ beurre/ confiture/ lait,,,0,12.8,83,5.1,0,27.174819037117,0
2396,2019-04-16,3,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Taboulé,,Filet de poulet sauce crème,,Haricots beurre,,Fromage,AB,Orange,,Pain/ beurre/ confiture/ lait,,,0,12.8,83,5.1,0,0,0
2397,2019-04-17,2,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Betteraves persillées,AB/ SVP,Œuf dur/ sauce aurore,AB,Semoule,AB,Yaourt nature,,,,Pain d'épices/ compote cassis/ lait,,,0,14.5,75,3.8,0,11.0800503422143,0
2398,2019-04-17,3,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Betteraves persillées,AB/ SVP,Œuf dur/ sauce aurore,AB,Semoule,AB,Yaourt nature,,,,Pain d'épices/ compote cassis/ lait,,,0,14.5,75,3.8,0,0,0
2399,2019-04-17,1,VACANCES SCOLAIRES,VACANCES SCOLAIRES,AB,Betteraves persillées,AB/ SVP,Œuf dur/ sauce aurore,AB,Semoule,AB,Yaourt nature,,,,Pain d'épices/ compote cassis/ lait,,,0,14.5,75,3.8,0,0,0.02
2400,2019-04-18,1,MENU À THÈME IRLANDAIS,VACANCES SCOLAIRES,AB,"Salade coleslow (chou blanc, raisin sec, mayonnaise",,Sauté d'agneau irish stew,EBR,Purée de crécy,,,,Browonies/ fromage blanc,AB,Pain/ beurre/ banane/ lait,,,0.11,16.5,68,2.7,0.11,0,0.02
2401,2019-04-18,2,MENU À THÈME IRLANDAIS,VACANCES SCOLAIRES,AB,"Salade coleslow (chou blanc, raisin sec, mayonnaise",,Sauté d'agneau irish stew,EBR,Purée de crécy,,,,Browonies/ fromage blanc,AB,Pain/ beurre/ banane/ lait,,,0.12,16.5,68,2.7,0.12,0,0.02
2402,2019-04-18,3,MENU À THÈME IRLANDAIS,VACANCES SCOLAIRES,AB,"Salade coleslow (chou blanc, raisin sec, mayonnaise",,Sauté d'agneau irish stew,EBR,Purée de crécy,,,,Browonies/ fromage blanc,AB,Pain/ beurre/ banane/ lait,,,0.12,16.5,68,2.7,0.13,0,0.02
2403,2019-04-19,2,VACANCES SCOLAIRES,VACANCES SCOLAIRES,,Cœur de palmier/ maïs/ poivron,,Filet de saumon,,Fondue de poireaux panachées,,Fromage,,Fruit de saison,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0,18.4,56,2.2,0,26.1713901897438,0
2404,2019-04-19,3,VACANCES SCOLAIRES,VACANCES SCOLAIRES,,Cœur de palmier/ maïs/ poivron,,Filet de saumon,,Fondue de poireaux panachées,,Fromage,,Fruit de saison,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0,18.4,56,2.2,0,0,0.02
2405,2019-04-19,1,VACANCES SCOLAIRES,VACANCES SCOLAIRES,,Cœur de palmier/ maïs/ poivron,,Filet de saumon,,Fondue de poireaux panachées,,Fromage,,Fruit de saison,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0,18.4,56,2.2,0,18.3014682936044,0.02
2406,2019-04-22,1,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.9,17.8,58,1.6,0.1,24.4777509729049,0
2407,2019-04-22,2,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.97,17.8,58,1.6,0.09,17.4672992243274,0.02
2408,2019-04-22,3,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.92,17.8,58,1.6,0.08,0,0
2409,2019-04-23,2,,,AB,"Carottes, ananas",SVP,Lasagnes de légumes,,Salade verte,EBR,Yaourt aux fruits des bois,,,,Pain/ confiture/ lait,,,0.92,16,73,3.2,0.15,0,0.02
2410,2019-04-23,3,,,AB,"Carottes, ananas",SVP,Lasagnes de légumes,,Salade verte,EBR,Yaourt aux fruits des bois,,,,Pain/ confiture/ lait,,,0.93,16,73,3.2,0.13,0,0
2411,2019-04-23,1,,,AB,"Carottes, ananas",SVP,Lasagnes de légumes,,Salade verte,EBR,Yaourt aux fruits des bois / chocolat de pâques,,,,Pain/ confiture/ lait,,,0.93,16,73,3.2,0.16,0,0.02
2412,2019-04-24,1,,,,Salade de thon/ pommes de terre,VPF,Jambon braisé OU rôti de dinde sauce champignons,,Brocolis,,Fromage,,Fruit de saison,AB,Pain/ banane/ lait,,,0.54,11.7,93,4.7,0.29,0,0.02
2413,2019-04-24,2,,,,Salade de thon/ pommes de terre,VPF,Jambon braisé OU rôti de dinde sauce champignons,,Brocolis,,Fromage,,Fruit de saison,AB,Pain/ banane/ lait,,,0.56,11.7,93,4.7,0.32,0,0.02
2414,2019-04-24,3,,,,Salade de thon/ pommes de terre,VPF,Jambon braisé OU rôti de dinde sauce champignons,,Brocolis,,Fromage,,Fruit de saison,AB,Pain/ banane/ lait,,,0.54,11.7,93,4.7,0.3,24.1635685677547,0.02
2415,2019-04-25,1,,,,Salade cossettes de fromage/ croûtons,VBF,Rôti de bœuf au jus,,Haricots verts,,,AB,Banane,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,10.9,74,8.5,0.32,1.29000070141857,0.02
2416,2019-04-25,2,,,,Salade cossettes de fromage/ croûtons,VBF,Pot-au-feu et ses légumes,,,,,AB,Banane,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,10.9,74,8.5,0.08,0,0.02
2417,2019-04-25,3,,,,Salade cossettes de fromage/ croûtons,VBF,Bolognaise,AB,Coquillettes,,,AB,Banane,,Pain/ beurre/ barre chocolatée/ lait,,,0.91,10.9,74,8.5,0.16,0,0.02
2418,2019-04-26,3,,,,"Salade bicolore (choux rouge, blanc, pomme, raisin)",,Filet de lieu dugléré,AB,Riz créole/ poëlée de légumes,,Fromage,,Compote tous fruits,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.96,12,84,3.3,0.03,6.97289201876871,0.02
2419,2019-04-26,1,,,,"Salade bicolore (choux rouge, blanc, pomme, raisin)",,Filet de lieu dugléré,AB,Riz créole/ poëlée de légumes,,Fromage,,Compote tous fruits,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.91,12,84,3.3,0.01,0,0.02
2420,2019-04-26,2,,,,"Salade bicolore (choux rouge, blanc, pomme, raisin)",,Filet de lieu dugléré,AB,Riz créole/ poëlée de légumes,,Fromage,,Compote tous fruits,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.89,12,84,3.3,0,0,0.02
2421,2019-04-29,2,,,AB,Œuf / salade verte,SVP / AB,,,Gratin de boulghour,,Fromage blanc / confiture de fraises,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.91,11.8,77,,0.31,0,0
2422,2019-04-29,3,,,AB,Œuf / salade verte,SVP / AB,,,Gratin de boulghour,,Fromage blanc / confiture de fraises,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.9,11.8,77,,0.34,0,0
2423,2019-04-29,1,,,AB,Œuf / salade verte,SVP / AB,,,Gratin de boulghour,,Fromage blanc / confiture de fraises,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,11.8,77,,0.33,21.0958071042472,0.02
2424,2019-04-30,3,,,,"Salade fantaisie (céleri, pomme, raisin sec)",VPF,Saucisse OU saucisse de volaille,AB,Lentilles,,Fromage,,Compote pommes / framboises,,Pain/beurre/ kiwi/ lait,,,0.93,15.3,65,1.2,0.3,22.546186595919,0
2425,2019-04-30,1,,,,"Salade fantaisie (céleri, pomme, raisin sec)",VPF,Sauté de porc OU rôti de dinde au paprika,AB,Semoule,,Fromage,,Compote pommes / framboises,,Pain/beurre/ kiwi/ lait,,,0.92,15.3,65,1.2,0.04,4.32804164314365,0
2426,2019-04-30,2,,,,"Salade fantaisie (céleri, pomme, raisin sec)",VPF,Rôti de porc OU dinde au jus,,Haricots blancs cuisinés,,Fromage,,Compote pommes / framboises,,Pain/beurre/ kiwi/ lait,,,0.94,15.3,65,1.2,0.04,16.1622264404468,0.02
2427,2019-05-01,1,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.55,13.9,75,1.5,0.1,0,0
2428,2019-05-01,2,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.58,13.9,75,1.5,0.15,7.73249803317935,0.02
2429,2019-05-01,3,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.56,13.9,75,1.5,0.14,6.09636290022961,0.02
2430,2019-05-02,1,,,,Radis,VBF,Bolognaise,AB,Coquillettes,,,,Far aux pommes,,Pain/ beurre/ banane équitable / lait,,,0.92,13,69,5.9,0.05,12.8648778116147,0
2431,2019-05-02,2,,,,Radis,VBF,Rôti de bœuf au jus,,Haricots verts,,,,Far aux pommes,,Pain/ beurre/ banane équitable / lait,,,0.94,13,69,5.9,0.14,9.08458471594475,0.02
2432,2019-05-02,3,,,,Radis,VBF,Pot-au-feu,,Et ses légumes,,,,Far aux pommes,,Pain/ beurre/ banane équitable / lait,,,0.89,13,69,5.9,0.04,0,0.02
2433,2019-05-03,3,,,BBC,Pâté de campagne / salade verte OU macédoine de légumes,,Poisson pané,,Carottes ménagères,,Fromage,AB,Banane équitable,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.93,13.6,77,2,0.39,23.3382242229141,0
2434,2019-05-03,1,,,BBC,Pâté de campagne / salade verte OU macédoine de légumes,,Poisson pané,,Carottes ménagères,,Fromage,AB,Banane équitable,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.95,13.6,77,2,0.36,0,0
2435,2019-05-03,2,,,BBC,Pâté de campagne / salade verte OU macédoine de légumes,,Poisson pané,,Carottes ménagères,,Fromage,AB,Banane équitable,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.92,13.6,77,2,0.39,1.40171938841548,0.02
2436,2019-05-06,2,,Menu élaboré par les CM2 de Mme ALLARD de l'école Albert de Mun,,Carottes râpées vinaigrette,,Poulet rôti label rouge,,Frites,EBR,Yaourt abricots,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,11.1,59,3.7,0.34,20.4855779915013,0.02
2437,2019-05-06,1,,Menu élaboré par les CM2 de Mme ALLARD de l'école Albert de Mun,,Carottes râpées vinaigrette,,Poulet rôti label rouge,,Frites,EBR,Yaourt abricots,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.92,11.1,59,3.7,0.38,0,0.02
2438,2019-05-06,3,,Menu élaboré par les CM2 de Mme ALLARD de l'école Albert de Mun,,Carottes râpées vinaigrette,,Poulet rôti label rouge,,Frites,EBR,Yaourt abricots,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.94,11.1,59,3.7,0.34,4.48677571215898,0
2439,2019-05-07,2,,,,Choux-fleurs sauce Marie-rose,AB / SVP,Omelette,,Ratatouille paysanne,,Fromage,,Fruit de saison,,Madeleine / compote tous fruits,,,0.94,14.1,53,3.1,0.17,0,0.02
2440,2019-05-07,1,,,,Choux-fleurs sauce Marie-rose,AB / SVP,Omelette,,Ratatouille paysanne,,Fromage,,Fruit de saison,,Madeleine / compote tous fruits,,,0.91,14.1,53,3.1,0.18,13.2100424165032,0.02
2441,2019-05-07,3,,,,Choux-fleurs sauce Marie-rose,AB / SVP,Omelette,,Ratatouille paysanne,,Fromage,,Fruit de saison,,Madeleine / compote tous fruits,,,0.91,14.1,53,3.1,0.21,17.5964325691576,0
2442,2019-05-08,2,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.52,14.6,68,7.7,0.09,0,0.02
2443,2019-05-08,3,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.56,14.6,68,7.7,0.1,0,0.02
2444,2019-05-08,1,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.57,14.6,68,7.7,0.09,30.5919503672607,0
2445,2019-05-09,1,,,,Pamplemousse,VBF,Pot-au-feu,,Et ses légumes,,Semoule au lait,,,,Pain/ pomme/ lait,,,0.95,12.5,80,6.6,0.04,35.0095544345622,0.02
2446,2019-05-09,2,,,,Pamplemousse,VBF,Bolognaise,AB,Coquillettes,,Semoule au lait,,,,Pain/ pomme/ lait,,,0.92,12.5,80,6.6,0.04,0,0.02
2447,2019-05-09,3,,,,Pamplemousse,VBF,Rôti de bœuf au jus,,Haricots verts,,Semoule au lait,,,,Pain/ pomme/ lait,,,0.92,12.5,80,6.6,0.13,22.5805017915447,0.02
2448,2019-05-10,3,,,AB,Betteraves / cossettes,,Dos de lieu sauce armoricaine,,Riz créole,,,,Fruit de saison,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,11,100,3,0.04,7.19020577922555,0
2449,2019-05-10,1,,,AB,Betteraves / cossettes,,Dos de lieu sauce armoricaine,,Riz créole,,,,Fruit de saison,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,11,100,3,0.04,5.85225903294549,0.02
2450,2019-05-10,2,,,AB,Betteraves / cossettes,,Dos de lieu sauce armoricaine,,Riz créole,,,,Fruit de saison,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.9,11,100,3,0.04,28.4666017538588,0.02
2451,2019-05-13,2,,,,"Salade mili-mélo (céleri, carotte)",SVP,Chili de légumes,,,AB,Yaourt nature,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.89,14.5,55,5.9,0.04,0,0.02
2452,2019-05-13,1,,,,"Salade mili-mélo (céleri, carotte)",SVP,Chili de légumes,,,AB,Yaourt nature,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.91,14.5,55,5.9,0.04,5.92023238233949,0
2453,2019-05-13,3,,,,"Salade mili-mélo (céleri, carotte)",SVP,Chili de légumes,,,AB,Yaourt nature,,,,Pain/ beurre/ barre chocolatée/ lait,,,0.94,14.5,55,5.9,0.04,15.6611800398168,0.02
2454,2019-05-14,1,,,AB,Choux rouge / 1/2 œuf dur,VPF,Saucisse OU saucisse de volaille,AB,Lentilles,,Fromage,,Compote tous fruits,,Pain/ confiture/ lait,,,0.88,15.9,42,6.5,0.42,0,0
2455,2019-05-14,2,,,AB,Choux rouge / 1/2 œuf dur,VPF,Sauté de porc sauce paprika OU rôti de dinde au jus,AB,Semoule,,Fromage,,Compote tous fruits,,Pain/ confiture/ lait,,,0.92,15.9,42,6.5,0.08,0,0
2456,2019-05-14,3,,,AB,Choux rouge / 1/2 œuf dur,VPF,Rôti de porc OU dinde au jus,,Haricots blancs cuisinés,,Fromage,,Compote tous fruits,,Pain/ confiture/ lait,,,0.91,15.9,42,6.5,0.08,0,0
2457,2019-05-15,3,,,,Asperges sauce mousseline,,Brandade de poisson,,,,Fromage,,Fruit de saison,,Mini quatre-quarts/ compote / lait,,,0.55,15.4,40,6.7,0.04,0,0
2458,2019-05-15,2,,,,Asperges sauce mousseline,,Brandade de poisson,,,,Fromage,,Fruit de saison,,Mini quatre-quarts/ compote / lait,,,0.55,15.4,40,6.7,0.04,0,0.02
2459,2019-05-15,1,,,,Asperges sauce mousseline,,Brandade de poisson,,,,Fromage,,Fruit de saison,,Mini quatre-quarts/ compote / lait,,,0.57,15.4,40,6.7,0,0,0
2460,2019-05-16,3,,,,Concombre sauce fromage blanc,,Rôti de veau au jus,,Haricots verts,,,,Flan pâtissier,AB,Pain/ beurre/ banane équitable/ lait,,,0.95,15.1,54,2.7,0.08,3.78355419689266,0
2461,2019-05-16,2,,,,Concombre sauce fromage blanc,,Sauté veau marengo,,Haricots verts,,,,Flan pâtissier,AB,Pain/ beurre/ banane équitable/ lait,,,0.92,15.1,54,2.7,0.07,0,0.02
2462,2019-05-16,1,,,,Concombre sauce fromage blanc,,Sauté d'agneau marengo,,Haricots verts,,,,Flan pâtissier,AB,Pain/ beurre/ banane équitable/ lait,,,0.92,15.1,54,2.7,0.24,0,0.02
2463,2019-05-17,3,,,BBC / AB,Rillettes / cornichons OU betteraves,,Filet de saumon,,Gratin de brocolis panaché,,Fromage,AB,Banane équitable,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.94,14.2,70,4.1,0.04,11.0093802207024,0.02
2464,2019-05-17,1,,,BBC / AB,Rillettes / cornichons OU betteraves,,Filet de saumon,,Gratin de brocolis panaché,,Fromage,AB,Banane équitable,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.94,14.2,70,4.1,0.04,0,0.02
2465,2019-05-17,2,,,BBC / AB,Rillettes / cornichons OU betteraves,,Filet de saumon,,Gratin de brocolis panaché,,Fromage,AB,Banane équitable,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.92,14.2,70,4.1,0.04,10.6762783671401,0.02
2466,2019-05-20,1,,,AB,Betteraves mimosa,SVP,Gratin de pommes de terre au fromage frais,,,,Fromage,,Fruit de saison,,Pain/ beurre/ barre chocolatée/ lait,,,0.9,14.1,84,1.9,0.04,27.9489154236566,0.02
2467,2019-05-20,2,,,AB,Betteraves mimosa,SVP,Gratin de pommes de terre au fromage frais,,,,Fromage,,Fruit de saison,,Pain/ beurre/ barre chocolatée/ lait,,,0.96,14.1,84,1.9,0.04,0,0
2468,2019-05-20,3,,,AB,Betteraves mimosa,SVP,Gratin de pommes de terre au fromage frais,,,,Fromage,,Fruit de saison,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,14.1,84,1.9,0.04,0,0
2469,2019-05-21,2,,Menu des îles,,Carottes au cumin,VPF,Rougaille de saucisse OU de volaille,AB,Riz créole,,Fromage,,Dés d'ananas,,Pain/ beurre/compote de pomme/  lait,,,0.93,16.1,70,2,0.23,0,0
2470,2019-05-21,1,,Menu des îles,,Carottes au cumin,VPF,Rougaille de saucisse OU de volaille,AB,Riz créole,,Fromage,,Dés d'ananas,,Pain/ beurre/compote de pomme/  lait,,,0.93,16.1,70,2,0.26,0.218726787650116,0.02
2471,2019-05-21,3,,Menu des îles,,Carottes au cumin,VPF,Rougaille de saucisse OU de volaille,AB,Riz créole,,Fromage,,Dés d'ananas,,Pain/ beurre/compote de pomme/  lait,,,0.92,16.1,70,2,0.23,0,0
2472,2019-05-22,2,,,,Choux-fleurs vinaigrette,,Filet de poulet sauce crème,,Petits pois,,Petits suisses,,Fruit de saison,,Petits beurre/ compote tous fruits/ lait,,,0.55,19.1,59,1.2,0.16,0,0.02
2473,2019-05-22,3,,,,Choux-fleurs vinaigrette,,Filet de poulet sauce crème,,Petits pois,,Petits suisses,,Fruit de saison,,Petits beurre/ compote tous fruits/ lait,,,0.56,19.1,59,1.2,0.16,9.37326467512658,0.02
2474,2019-05-22,1,,,,Choux-fleurs vinaigrette,,Filet de poulet sauce crème,,Petits pois,,Petits suisses,,Fruit de saison,,Petits beurre/ compote tous fruits/ lait,,,0.55,19.1,59,1.2,0.15,64.1949163981309,0
2475,2019-05-23,2,,,,Pamplemousse,VBF/ EBR,Parmentier crécy,,,,Fromage,,Compote pommes / fraises,AB,Pain / confiture / lait,,,0.93,20.1,60,2.1,0.04,1.6644537040083,0.02
2476,2019-05-23,3,,,,Pamplemousse,VBF/ EBR,Rôti de bœuf au jus,,Haricots verts,,Fromage,,Compote pommes / fraises,AB,Pain / confiture / lait,,,0.95,20.1,60,2.1,0.08,29.6962075746307,0.02
2477,2019-05-23,1,,,,Pamplemousse,VBF,Bœuf flamand,,Carottes vichy,,Fromage,,Compote pommes / fraises,AB,Pain / confiture / lait,,,0.91,20.1,60,2.1,0.04,0,0.02
2478,2019-05-24,1,,,AB,Salade de lentilles,,Filet de lieu,,Gratin d'épinards panaché,,,,Crème aui chocolat/ petit beurre,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.94,16,68,5.1,0.05,2.36013877076957,0
2479,2019-05-24,2,,,AB,Salade de lentilles,,Filet de lieu,,Gratin d'épinards panaché,,,,Crème aui chocolat/ petit beurre,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.94,16,68,5.1,0.01,2.54217567986325,0.02
2480,2019-05-24,3,,,AB,Salade de lentilles,,Filet de lieu,,Gratin d'épinards panaché,,,,Crème aui chocolat/ petit beurre,,Pain/ beurre/ corbeille de fruits/ lait ou fromage,,,0.96,16,68,5.1,0.08,0,0.02
2481,2019-05-27,2,,Menus élaboré par les CM2 de Mme OLIVE de l'école les Cloteaux,,Salade aux croûtons,,Poulet rôti label rouge,,Frites,,,,île flottante/ crème anglaise,,Pain/ beurre/ barre chocolatée/ lait,,,0.96,16.7,72,4.3,0.43,0,0.02
2482,2019-05-27,3,,Menus élaboré par les CM2 de Mme OLIVE de l'école les Cloteaux,,Salade aux croûtons,,Poulet rôti label rouge,,Frites,,,,île flottante/ crème anglaise,,Pain/ beurre/ barre chocolatée/ lait,,,0.87,16.7,72,4.3,0.44,7.24194672273258,0
2483,2019-05-27,1,,Menus élaboré par les CM2 de Mme OLIVE de l'école les Cloteaux,,Salade aux croûtons,,Poulet rôti label rouge,,Frites,,,,île flottante/ crème anglaise,,Pain/ beurre/ barre chocolatée/ lait,,,0.9,16.7,72,4.3,0.44,2.29266792902354,0
2484,2019-05-28,1,,,,Radis râpés / vinaigrette,AB / SVP,Riz safrané aux légumes,,,,Fromage,,Compote de pomme,,Pain/ beurre/ pomme/ lait,,,0.9,13.6,82,4.8,0.01,0,0.02
2485,2019-05-28,2,,,,Radis râpés / vinaigrette,AB / SVP,Riz safrané aux légumes,,,,Fromage,,Compote de pomme,,Pain/ beurre/ pomme/ lait,,,0.92,13.6,82,4.8,0.05,15.5560798177786,0.02
2486,2019-05-28,3,,,,Radis râpés / vinaigrette,AB / SVP,Riz safrané aux légumes,,,,Fromage,,Compote de pomme,,Pain/ beurre/ pomme/ lait,,,0.96,13.6,82,4.8,0.05,0,0
2487,2019-05-29,2,,,,Macédoine mayonnaise,,Rôti de dinde au jus,,Haricots verts,,Fromage blanc,,Fruit de saison,AB,Madeleine/compote/ abricots/ lait,,,0.57,14.4,70,2.5,0.17,50.9515792504915,0
2488,2019-05-29,1,,,,Macédoine mayonnaise,,Rôti de dinde au jus,,Haricots verts,,Fromage blanc,,Fruit de saison,AB,Madeleine/compote/ abricots/ lait,,,0.53,14.4,70,2.5,0.17,0,0.02
2489,2019-05-29,3,,,,Macédoine mayonnaise,,Rôti de dinde au jus,,Haricots verts,,Fromage blanc,,Fruit de saison,AB,Madeleine/compote/ abricots/ lait,,,0.55,14.4,70,2.5,0.2,0,0.02
2490,2019-05-30,1,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.91,16.6,82,2.9,0.07,0,0
2491,2019-05-30,2,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.93,16.6,82,2.9,0.08,0,0
2492,2019-05-30,3,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,FÉRIÉ,,,0.92,16.6,82,2.9,0.08,0,0
2493,2019-05-31,3,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,,0.93,20,69,1.8,0.11,20.1389330306844,0.02
2494,2019-05-31,1,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,,0.92,20,69,1.8,0.11,6.92186315772882,0.02
2495,2019-05-31,2,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,FERMÉ,,,0.91,20,69,1.8,0.07,0,0.02
2496,2019-06-03,2,,,,Radis,,Sauté de poulet sauce tomate,AB,Tortis,,Fromage,,Compote pommes/ cassis,,Pain/ beurre/ barre chocolatée/ lait,,,0.93,17.3,63,2.4,0.14,1.821550394491,0
2497,2019-06-03,3,,,,Radis,,Sauté de poulet sauce tomate,AB,Tortis,,Fromage,,Compote pommes / cassis,,Pain/ beurre/ barre chocolatée/ lait,,,0.89,17.3,63,2.4,0.18,0,0
2498,2019-06-03,1,,,,Radis,,Sauté de poulet sauce tomate,AB,Tortis,,Fromage,,Compote pommes/ cassis,,Pain/ beurre/ barre chocolatée/ lait,,,0.96,17.3,63,2.4,0.16,0,0.02
2499,2019-06-04,3,,MENU 2 FOIS BON,,Œufs durs / salade vinaigrette,AB / SVP,Couscous de légumes,,,EBR,Yaourt à la vanille,,,,Pain/beurre/ confiture/ lait,,,0.93,16.3,79,3.2,0.44,0,0.02
